fb_tx_id	mean_conservation
FBtr0077905	0.562188076
FBtr0077906	0.546275416
FBtr0077907	0.585544413
FBtr0077909	0.640725948
FBtr0077910	0.40773725
FBtr0077911	0.672910769
FBtr0077912	0.540674468
FBtr0077915	0.59392628
FBtr0077916	0.58961998
FBtr0077917	0.620150655
FBtr0077919	0.137410819
FBtr0077920	0.738282949
FBtr0077921	0.498930051
FBtr0077922	0.440810484
FBtr0077924	0.461696241
FBtr0077926	0.491364865
FBtr0077928	0.75221327
FBtr0077929	0.406365655
FBtr0077930	0.612880317
FBtr0077931	0.329501117
FBtr0077932	0.23250261
FBtr0077933	0.568844444
FBtr0077936	0.2065625
FBtr0077937	0.207264304
FBtr0077938	0.204280022
FBtr0077941	0.565511991
FBtr0077942	0.348405143
FBtr0077943	0.224949192
FBtr0077944	0.368912229
FBtr0077945	0.446769231
FBtr0077947	0.284532456
FBtr0077948	0.361819718
FBtr0077949	0.488669376
FBtr0077951	0.287004167
FBtr0077952	0.596853992
FBtr0077953	0.667906402
FBtr0077954	0.348218532
FBtr0077955	0.620934057
FBtr0077956	0.728357235
FBtr0077957	0.514296379
FBtr0077958	0.45473826
FBtr0077959	0.756305283
FBtr0077960	0.80506006
FBtr0077961	0.435688462
FBtr0077962	0.708705497
FBtr0077964	0.59301983
FBtr0077965	0.336024631
FBtr0077966	0.408037656
FBtr0077968	0.518772928
FBtr0077971	0.661023868
FBtr0077972	0.519109342
FBtr0077973	0.352988713
FBtr0077977	0.200256757
FBtr0077978	0.493516241
FBtr0077979	0.397132489
FBtr0077980	0.637708735
FBtr0077981	0.522663053
FBtr0077985	0.695223844
FBtr0077986	0.199205433
FBtr0077987	0.504855594
FBtr0077988	0.654398355
FBtr0077989	0.701179104
FBtr0077993	0.51483256
FBtr0077994	0.506156188
FBtr0077997	0.285201765
FBtr0077998	0.131897872
FBtr0077999	0.13944602
FBtr0078000	0.622696702
FBtr0078001	0.618258375
FBtr0078002	0.635005179
FBtr0078003	0.204893843
FBtr0078004	0.380980392
FBtr0078005	0.497028986
FBtr0078006	0.694303245
FBtr0078007	0.3882452
FBtr0078008	0.281272251
FBtr0078009	0.55833222
FBtr0078010	0.708290385
FBtr0078011	0.741126806
FBtr0078012	0.579177298
FBtr0078013	0.584155232
FBtr0078016	0.559502257
FBtr0078017	0.469775556
FBtr0078018	0.696601469
FBtr0078023	0.646618163
FBtr0078025	0.861216611
FBtr0078028	0.999847561
FBtr0078030	0.778389873
FBtr0078031	0.581522133
FBtr0078032	0.579824006
FBtr0078033	0.620478694
FBtr0078034	0.56460212
FBtr0078037	0.517006199
FBtr0078038	0.69645923
FBtr0078039	0.555651049
FBtr0078040	0.128416928
FBtr0078041	0.58393705
FBtr0078042	0.635323289
FBtr0078043	0.51376392
FBtr0078045	0.494002135
FBtr0078047	0.430830585
FBtr0078048	0.426526141
FBtr0078050	0.429500689
FBtr0078052	0.675960646
FBtr0078053	0.560201651
FBtr0078054	0.786138063
FBtr0078055	0.649968876
FBtr0078056	0.755276139
FBtr0078057	0.730987483
FBtr0078058	0.739885039
FBtr0078059	0.553291731
FBtr0078060	0.782067873
FBtr0078061	0.689156765
FBtr0078062	0.658150412
FBtr0078063	0.537480374
FBtr0078064	0.471270325
FBtr0078066	0.600541667
FBtr0078067	0.619264069
FBtr0078068	0.898642906
FBtr0078069	0.39992665
FBtr0078070	0.504412791
FBtr0078071	0.150368
FBtr0078072	0.481279153
FBtr0078074	0.561346591
FBtr0078075	0.758958428
FBtr0078076	0.323293885
FBtr0078078	0.687307419
FBtr0078079	0.470767788
FBtr0078080	0.691086724
FBtr0078081	0.635965488
FBtr0078082	0.570390625
FBtr0078083	0.566152328
FBtr0078087	0.436530497
FBtr0078088	0.428004409
FBtr0078089	0.474019784
FBtr0078090	0.698016407
FBtr0078093	0.583789615
FBtr0078094	0.546221645
FBtr0078096	0.174536686
FBtr0078098	0.671283505
FBtr0078099	0.429759465
FBtr0078100	0.445792548
FBtr0078101	0.365990588
FBtr0078103	0.699147659
FBtr0078104	0.614404424
FBtr0078114	0.573024865
FBtr0078116	0.427895539
FBtr0078117	0.557269341
FBtr0078119	0.678461133
FBtr0078120	0.474134003
FBtr0078121	0.467636378
FBtr0078122	0.461191649
FBtr0078123	0.633226372
FBtr0078124	0.575319721
FBtr0078125	0.640701064
FBtr0078126	0.687276423
FBtr0078127	0.652280032
FBtr0078128	0.191471143
FBtr0078129	0.646175289
FBtr0078130	0.343819652
FBtr0078131	0.697130584
FBtr0078133	0.72165237
FBtr0078134	0.518217728
FBtr0078135	0.427592428
FBtr0078136	0.479770067
FBtr0078137	0.53271701
FBtr0078139	0.332750973
FBtr0078140	0.454081204
FBtr0078142	0.61962005
FBtr0078143	0.619202658
FBtr0078144	0.591000175
FBtr0078145	0.628511578
FBtr0078146	0.480992172
FBtr0078147	0.525295416
FBtr0078153	0.466456905
FBtr0078154	0.520479903
FBtr0078156	0.470969185
FBtr0078157	0.491085972
FBtr0078159	0.465612745
FBtr0078160	0.235208185
FBtr0078163	0.358250332
FBtr0078166	0.310966112
FBtr0078170	0.340599175
FBtr0078172	0.1967414
FBtr0078173	0.556503876
FBtr0078179	0.489393292
FBtr0078181	0.675372459
FBtr0078183	0.645340627
FBtr0078184	0.450463738
FBtr0078185	0.579427156
FBtr0078186	0.479299032
FBtr0078187	0.477193425
FBtr0078188	0.533033603
FBtr0078189	0.535427143
FBtr0078190	0.59368458
FBtr0078191	0.430777508
FBtr0078192	0.623171439
FBtr0078193	0.653198283
FBtr0078194	0.401788307
FBtr0078195	0.383819039
FBtr0078196	0.612742462
FBtr0078197	0.489353341
FBtr0078198	0.522656095
FBtr0078199	0.43687431
FBtr0078200	0.486255632
FBtr0078201	0.417329602
FBtr0078202	0.38078314
FBtr0078204	0.714603969
FBtr0078205	0.54989663
FBtr0078206	0.429000601
FBtr0078207	0.464308251
FBtr0078208	0.697196429
FBtr0078209	0.462867554
FBtr0078210	0.554919101
FBtr0078211	0.372239705
FBtr0078212	0.542019474
FBtr0078213	0.358465772
FBtr0078214	0.530926857
FBtr0078215	0.588625528
FBtr0078216	0.476477372
FBtr0078217	0.473747967
FBtr0078218	0.473573328
FBtr0078219	0.476378232
FBtr0078220	0.344947032
FBtr0078221	0.371104479
FBtr0078222	0.447963401
FBtr0078223	0.551198157
FBtr0078224	0.575952422
FBtr0078225	0.701207381
FBtr0078227	0.81372
FBtr0078230	0.463954545
FBtr0078231	0.553811308
FBtr0078232	0.564352735
FBtr0078233	0.721152913
FBtr0078234	0.583405889
FBtr0078235	0.575084367
FBtr0078238	0.445272141
FBtr0078240	0.376897993
FBtr0078241	0.737856246
FBtr0078242	0.715699592
FBtr0078243	0.688345905
FBtr0078245	0.416913062
FBtr0078246	0.564127273
FBtr0078247	0.5994047
FBtr0078251	0.621601266
FBtr0078252	0.641549756
FBtr0078253	0.660413818
FBtr0078254	0.656837545
FBtr0078255	0.215608812
FBtr0078256	0.45944214
FBtr0078262	0.499736534
FBtr0078263	0.434293617
FBtr0078264	0.566273577
FBtr0078265	0.61238175
FBtr0078266	0.668005861
FBtr0078267	0.537692998
FBtr0078268	0.47998179
FBtr0078269	0.617577993
FBtr0078270	0.210902396
FBtr0078271	0.688701898
FBtr0078272	0.804647059
FBtr0078273	0.604698678
FBtr0078274	0.507240236
FBtr0078275	0.554752955
FBtr0078276	0.631179644
FBtr0078277	0.64577907
FBtr0078278	0.628848566
FBtr0078279	0.576665615
FBtr0078280	0.694729185
FBtr0078281	0.296223416
FBtr0078283	0.651754674
FBtr0078284	0.445474822
FBtr0078286	0.179461844
FBtr0078287	0.685183655
FBtr0078288	0.720158895
FBtr0078289	0.465929724
FBtr0078290	0.556807922
FBtr0078291	0.451992049
FBtr0078292	0.611586595
FBtr0078297	0.388588633
FBtr0078298	0.43615431
FBtr0078299	0.437012734
FBtr0078300	0.43257199
FBtr0078305	0.697062821
FBtr0078306	0.457592371
FBtr0078307	0.441323546
FBtr0078309	0.485684024
FBtr0078310	0.603105834
FBtr0078311	0.492590306
FBtr0078312	0.490783643
FBtr0078313	0.585216639
FBtr0078316	0.511151316
FBtr0078317	0.486210709
FBtr0078318	0.669379524
FBtr0078319	0.678737103
FBtr0078323	0.659677488
FBtr0078324	0.479337394
FBtr0078325	0.385977836
FBtr0078326	0.370556923
FBtr0078327	0.494686401
FBtr0078328	0.424526573
FBtr0078329	0.429433783
FBtr0078333	0.210875368
FBtr0078334	0.196397371
FBtr0078335	0.269408635
FBtr0078336	0.67112132
FBtr0078337	0.608976209
FBtr0078338	0.416859797
FBtr0078339	0.513868176
FBtr0078342	0.742491716
FBtr0078343	0.60974612
FBtr0078344	0.173718993
FBtr0078345	0.246681256
FBtr0078346	0.429001718
FBtr0078348	0.578682847
FBtr0078349	0.617847666
FBtr0078350	0.604946947
FBtr0078351	0.618492375
FBtr0078353	0.524233939
FBtr0078354	0.461825916
FBtr0078356	0.424790868
FBtr0078357	0.561798838
FBtr0078358	0.602236545
FBtr0078359	0.617635396
FBtr0078368	0.757362603
FBtr0078369	0.540928315
FBtr0078370	0.407727829
FBtr0078371	0.317282627
FBtr0078377	0.558996429
FBtr0078379	0.424888404
FBtr0078380	0.445013665
FBtr0078382	0.629612033
FBtr0078383	0.469129694
FBtr0078384	0.543380952
FBtr0078387	0.482369095
FBtr0078388	0.434835536
FBtr0078389	0.496502772
FBtr0078391	0.489615075
FBtr0078393	0.157032
FBtr0078394	0.081325273
FBtr0078395	0.818458884
FBtr0078396	0.491392595
FBtr0078397	0.437839912
FBtr0078399	0.535686593
FBtr0078401	0.22185997
FBtr0078403	0.441973067
FBtr0078404	0.696580205
FBtr0078405	0.195549356
FBtr0078406	0.607343058
FBtr0078407	0.577919252
FBtr0078408	0.391845341
FBtr0078409	0.373384697
FBtr0078410	0.389600658
FBtr0078411	0.412307514
FBtr0078412	0.61833563
FBtr0078413	0.494814325
FBtr0078414	0.55165583
FBtr0078415	0.288327547
FBtr0078417	0.477233281
FBtr0078418	0.454057955
FBtr0078419	0.477819973
FBtr0078422	0.511341297
FBtr0078423	0.503213305
FBtr0078424	0.446485336
FBtr0078425	0.529178254
FBtr0078426	0.479727103
FBtr0078429	0.48127395
FBtr0078430	0.501806411
FBtr0078432	0.651967235
FBtr0078433	0.67744058
FBtr0078434	0.6110837
FBtr0078435	0.691583146
FBtr0078436	0.27613205
FBtr0078437	0.388711283
FBtr0078438	0.384810317
FBtr0078439	0.687919269
FBtr0078440	0.40960486
FBtr0078441	0.750597048
FBtr0078444	0.54528152
FBtr0078445	0.527852515
FBtr0078446	0.611369333
FBtr0078448	0.559336257
FBtr0078450	0.377854544
FBtr0078452	0.572278865
FBtr0078453	0.633050542
FBtr0078454	0.538863448
FBtr0078455	0.769329912
FBtr0078456	0.465630751
FBtr0078457	0.629071795
FBtr0078458	0.561872585
FBtr0078459	0.546763892
FBtr0078461	0.561011502
FBtr0078462	0.700346885
FBtr0078463	0.635289225
FBtr0078464	0.581158282
FBtr0078466	0.524493855
FBtr0078468	0.440442693
FBtr0078470	0.459680439
FBtr0078471	0.503219425
FBtr0078472	0.632798673
FBtr0078473	0.390612463
FBtr0078474	0.395191194
FBtr0078475	0.47646487
FBtr0078477	0.530261426
FBtr0078478	0.702495204
FBtr0078479	0.393693332
FBtr0078480	0.609462771
FBtr0078481	0.802440544
FBtr0078482	0.328801061
FBtr0078484	0.471121255
FBtr0078485	0.161901099
FBtr0078486	0.422452282
FBtr0078487	0.4553518
FBtr0078489	0.555038377
FBtr0078492	0.74189581
FBtr0078493	0.470181936
FBtr0078494	0.45576758
FBtr0078496	0.500913368
FBtr0078498	0.729638447
FBtr0078501	0.219159091
FBtr0078503	0.660585652
FBtr0078504	0.735681928
FBtr0078505	0.726953629
FBtr0078506	0.509735274
FBtr0078507	0.501782565
FBtr0078508	0.583058722
FBtr0078509	0.536483618
FBtr0078510	0.879723581
FBtr0078511	0.677762014
FBtr0078512	0.736365165
FBtr0078513	0.181030905
FBtr0078514	0.702488294
FBtr0078515	0.370688654
FBtr0078517	0.50411271
FBtr0078518	0.672347403
FBtr0078519	0.088696113
FBtr0078520	0.24952795
FBtr0078521	0.429738739
FBtr0078522	0.721889774
FBtr0078523	0.315181368
FBtr0078528	0.308439843
FBtr0078529	0.252913896
FBtr0078530	0.421628701
FBtr0078531	0.402600513
FBtr0078533	0.286268902
FBtr0078534	0.299660074
FBtr0078535	0.485657338
FBtr0078536	0.385427604
FBtr0078537	0.392040488
FBtr0078538	0.257600928
FBtr0078539	0.513792956
FBtr0078540	0.55719275
FBtr0078541	0.229539877
FBtr0078542	0.451335673
FBtr0078546	0.395702629
FBtr0078548	0.395397727
FBtr0078549	0.279218009
FBtr0078552	0.504213573
FBtr0078553	0.507587543
FBtr0078554	0.625216
FBtr0078555	0.319884715
FBtr0078556	0.406120042
FBtr0078557	0.468658478
FBtr0078558	0.716762167
FBtr0078559	0.192336443
FBtr0078560	0.381082656
FBtr0078561	0.393691502
FBtr0078563	0.377229453
FBtr0078567	0.24987415
FBtr0078568	0.483975923
FBtr0078570	0.512433861
FBtr0078571	0.545555712
FBtr0078573	0.536419335
FBtr0078574	0.561500983
FBtr0078575	0.584973256
FBtr0078576	0.888730769
FBtr0078577	0.688820106
FBtr0078578	0.143441435
FBtr0078579	0.36123572
FBtr0078582	0.314630847
FBtr0078584	0.260121723
FBtr0078585	0.442392298
FBtr0078587	0.383916577
FBtr0078588	0.66978217
FBtr0078589	0.249946138
FBtr0078590	0.382014588
FBtr0078591	0.428310668
FBtr0078592	0.633303808
FBtr0078593	0.64069718
FBtr0078594	0.458358696
FBtr0078595	0.532870919
FBtr0078596	0.662458353
FBtr0078597	0.774304461
FBtr0078598	0.623988095
FBtr0078599	0.678158311
FBtr0078601	0.506408187
FBtr0078602	0.541182093
FBtr0078604	0.396659178
FBtr0078605	0.488748431
FBtr0078606	0.652427685
FBtr0078607	0.603888108
FBtr0078608	0.628542857
FBtr0078609	0.168300559
FBtr0078610	0.410665113
FBtr0078611	0.660845711
FBtr0078612	0.084600966
FBtr0078614	0.771820908
FBtr0078615	0.491823037
FBtr0078616	0.490919573
FBtr0078617	0.658224522
FBtr0078618	0.449805078
FBtr0078619	0.559322855
FBtr0078620	0.321590541
FBtr0078621	0.324830269
FBtr0078623	0.333067197
FBtr0078624	0.700573721
FBtr0078625	0.698503796
FBtr0078627	0.548428822
FBtr0078628	0.597193075
FBtr0078629	0.74144728
FBtr0078630	0.670040532
FBtr0078631	0.636993325
FBtr0078638	0.200683063
FBtr0078640	0.203274362
FBtr0078642	0.447930708
FBtr0078643	0.570792116
FBtr0078644	0.445270615
FBtr0078645	0.411346555
FBtr0078647	0.772621053
FBtr0078648	0.653955147
FBtr0078649	0.57100994
FBtr0078651	0.570837652
FBtr0078654	0.564163639
FBtr0078655	0.509869362
FBtr0078656	0.53703938
FBtr0078657	0.155616893
FBtr0078661	0.524537255
FBtr0078662	0.52655975
FBtr0078663	0.563340042
FBtr0078664	0.649248451
FBtr0078665	0.597585524
FBtr0078666	0.365569181
FBtr0078667	0.645276917
FBtr0078668	0.540406931
FBtr0078669	0.614082031
FBtr0078670	0.702920598
FBtr0078672	0.375586417
FBtr0078674	0.363038007
FBtr0078675	0.380783275
FBtr0078676	0.356191491
FBtr0078677	0.753970487
FBtr0078678	0.543050103
FBtr0078679	0.309149554
FBtr0078680	0.684831139
FBtr0078681	0.678682503
FBtr0078682	0.652857454
FBtr0078683	0.52053984
FBtr0078684	0.600185953
FBtr0078685	0.588246507
FBtr0078686	0.535570731
FBtr0078687	0.737541652
FBtr0078688	0.347237671
FBtr0078689	0.364134893
FBtr0078693	0.593852757
FBtr0078694	0.61623092
FBtr0078699	0.322027677
FBtr0078700	0.646965952
FBtr0078704	0.638684741
FBtr0078705	0.630343284
FBtr0078706	0.107424438
FBtr0078707	0.555532743
FBtr0078708	0.615034517
FBtr0078709	0.718202949
FBtr0078710	0.748965217
FBtr0078712	0.761559265
FBtr0078713	0.597942668
FBtr0078716	0.511786357
FBtr0078720	0.494029412
FBtr0078721	0.629909953
FBtr0078722	0.665347667
FBtr0078723	0.647505699
FBtr0078724	0.528266545
FBtr0078725	0.631013312
FBtr0078726	0.317138261
FBtr0078727	0.469845382
FBtr0078728	0.539260724
FBtr0078730	0.621000543
FBtr0078732	0.495228191
FBtr0078733	0.569944485
FBtr0078736	0.665845588
FBtr0078737	0.496356356
FBtr0078739	0.371061615
FBtr0078740	0.444747338
FBtr0078741	0.535893241
FBtr0078743	0.565567412
FBtr0078744	0.530659796
FBtr0078745	0.566536474
FBtr0078746	0.576574803
FBtr0078750	0.611168873
FBtr0078751	0.750656082
FBtr0078752	0.489916143
FBtr0078753	0.833780884
FBtr0078754	0.5295
FBtr0078755	0.45687905
FBtr0078756	0.423366929
FBtr0078758	0.421278039
FBtr0078761	0.597847084
FBtr0078763	0.454270565
FBtr0078764	0.437155781
FBtr0078765	0.497815457
FBtr0078766	0.698427616
FBtr0078767	0.764804919
FBtr0078768	0.603208681
FBtr0078769	0.510671875
FBtr0078770	0.468455338
FBtr0078772	0.321227003
FBtr0078773	0.181527907
FBtr0078774	0.589408562
FBtr0078777	0.562241052
FBtr0078778	0.639521089
FBtr0078779	0.571353113
FBtr0078784	0.451339731
FBtr0078785	0.495995172
FBtr0078786	0.294103255
FBtr0078787	0.697996683
FBtr0078788	0.284991379
FBtr0078789	0.615812398
FBtr0078792	0.494242157
FBtr0078793	0.373995236
FBtr0078794	0.527195619
FBtr0078795	0.480750566
FBtr0078797	0.553135135
FBtr0078798	0.514652271
FBtr0078801	0.206483286
FBtr0078802	0.631232991
FBtr0078803	0.320698219
FBtr0078804	0.558151221
FBtr0078805	0.538552846
FBtr0078806	0.604597079
FBtr0078807	0.665629486
FBtr0078810	0.382312756
FBtr0078811	0.377631618
FBtr0078812	0.390194493
FBtr0078813	0.396481766
FBtr0078814	0.376156176
FBtr0078815	0.35193856
FBtr0078816	0.354090363
FBtr0078817	0.394431124
FBtr0078819	0.200696015
FBtr0078820	0.222701859
FBtr0078821	0.396310985
FBtr0078822	0.429765945
FBtr0078824	0.330414127
FBtr0078825	0.590348856
FBtr0078827	0.546468401
FBtr0078828	0.675875761
FBtr0078829	0.644376586
FBtr0078830	0.670856357
FBtr0078831	0.198911557
FBtr0078836	0.570447103
FBtr0078837	0.548276042
FBtr0078840	0.399096869
FBtr0078841	0.402149951
FBtr0078842	0.491293103
FBtr0078843	0.250117988
FBtr0078844	0.669069542
FBtr0078846	0.177230081
FBtr0078847	0.470774638
FBtr0078848	0.475389811
FBtr0078849	0.510890275
FBtr0078851	0.999823171
FBtr0078852	0.182442467
FBtr0078854	0.232272247
FBtr0078856	0.623702256
FBtr0078859	0.467076791
FBtr0078860	0.703341531
FBtr0078861	0.450912429
FBtr0078868	0.722216861
FBtr0078870	0.51056113
FBtr0078872	0.63091482
FBtr0078873	0.097483296
FBtr0078874	0.212245439
FBtr0078875	0.365038036
FBtr0078876	0.384665862
FBtr0078880	0.576934499
FBtr0078881	0.494240556
FBtr0078891	0.382148663
FBtr0078892	0.691485012
FBtr0078893	0.301209533
FBtr0078894	0.428059664
FBtr0078895	0.462107597
FBtr0078896	0.279093484
FBtr0078897	0.434317011
FBtr0078898	0.433163003
FBtr0078899	0.434648802
FBtr0078900	0.438884968
FBtr0078901	0.434170166
FBtr0078902	0.43693548
FBtr0078903	0.380806535
FBtr0078907	0.393510685
FBtr0078908	0.628885086
FBtr0078909	0.370044444
FBtr0078913	0.433450019
FBtr0078915	0.47557699
FBtr0078916	0.516048319
FBtr0078917	0.646021355
FBtr0078919	0.736372279
FBtr0078921	0.647209218
FBtr0078922	0.651650304
FBtr0078923	0.327057003
FBtr0078924	0.15011187
FBtr0078925	0.490929896
FBtr0078926	0.61710071
FBtr0078928	0.64734382
FBtr0078929	0.357619048
FBtr0078935	0.376283833
FBtr0078936	0.381384057
FBtr0078937	0.518116934
FBtr0078938	0.583520075
FBtr0078939	0.396465998
FBtr0078941	0.389742709
FBtr0078942	0.380931752
FBtr0078943	0.461948556
FBtr0078944	0.826995728
FBtr0078946	0.437434262
FBtr0078949	0.601128788
FBtr0078950	0.543779206
FBtr0078951	0.714613971
FBtr0078952	0.498750484
FBtr0078953	0.600581909
FBtr0078955	0.490254554
FBtr0078956	0.436564214
FBtr0078957	0.562297701
FBtr0078958	0.596969254
FBtr0078959	0.491769381
FBtr0078961	0.288209653
FBtr0078962	0.337503353
FBtr0078964	0.315096054
FBtr0078965	0.362824206
FBtr0078966	0.5289692
FBtr0078967	0.856115558
FBtr0078968	0.441602063
FBtr0078971	0.53139639
FBtr0078975	0.521961449
FBtr0078976	0.782230675
FBtr0078977	0.57190835
FBtr0078979	0.180268517
FBtr0078980	0.39007381
FBtr0078981	0.446875
FBtr0078982	0.46615625
FBtr0078985	0.761310167
FBtr0078986	0.549832262
FBtr0078987	0.402621266
FBtr0078988	0.206554355
FBtr0078989	0.39872232
FBtr0078990	0.684054557
FBtr0078991	0.504277961
FBtr0078992	0.514203664
FBtr0078994	0.735686727
FBtr0078995	0.565712487
FBtr0078996	0.676923606
FBtr0078997	0.634199045
FBtr0079000	0.575065637
FBtr0079001	0.41890622
FBtr0079002	0.426689089
FBtr0079003	0.426005196
FBtr0079004	0.529850687
FBtr0079009	0.619145413
FBtr0079010	0.626378465
FBtr0079012	0.447024758
FBtr0079013	0.505493181
FBtr0079016	0.540109392
FBtr0079018	0.676372549
FBtr0079019	0.545512359
FBtr0079025	0.593842105
FBtr0079026	0.429962237
FBtr0079027	0.771335256
FBtr0079028	0.147421703
FBtr0079029	0.261894977
FBtr0079030	0.638757098
FBtr0079031	0.704783375
FBtr0079032	0.464844839
FBtr0079033	0.425399286
FBtr0079034	0.459490641
FBtr0079036	0.377260227
FBtr0079037	0.740502212
FBtr0079038	0.473983333
FBtr0079039	0.468793656
FBtr0079040	0.489806697
FBtr0079041	0.493975028
FBtr0079042	0.562608393
FBtr0079043	0.706794788
FBtr0079044	0.52474593
FBtr0079045	0.596120673
FBtr0079046	0.692345915
FBtr0079048	0.615007812
FBtr0079049	0.741019142
FBtr0079050	0.349174375
FBtr0079052	0.665963768
FBtr0079053	0.792658623
FBtr0079055	0.501755656
FBtr0079056	0.762773998
FBtr0079057	0.695266624
FBtr0079058	0.669400735
FBtr0079061	0.299898028
FBtr0079062	0.449693199
FBtr0079063	0.74380025
FBtr0079066	0.302858346
FBtr0079068	0.241722559
FBtr0079069	0.640259615
FBtr0079070	0.461187176
FBtr0079071	0.498394403
FBtr0079072	0.528651128
FBtr0079073	0.339822368
FBtr0079074	0.606193584
FBtr0079075	0.607192276
FBtr0079076	0.472238629
FBtr0079077	0.482582971
FBtr0079078	0.438689873
FBtr0079079	0.476602259
FBtr0079080	0.549032044
FBtr0079082	0.598989119
FBtr0079083	0.590084175
FBtr0079085	0.613410622
FBtr0079086	0.482431414
FBtr0079087	0.509645258
FBtr0079088	0.516569269
FBtr0079089	0.527615422
FBtr0079092	0.654913527
FBtr0079093	0.574142044
FBtr0079094	0.646740045
FBtr0079095	0.511457317
FBtr0079096	0.731027528
FBtr0079097	0.544851125
FBtr0079098	0.713466965
FBtr0079099	0.537480354
FBtr0079100	0.584825079
FBtr0079101	0.49766791
FBtr0079102	0.494947097
FBtr0079103	0.426843308
FBtr0079104	0.230262691
FBtr0079106	0.635234124
FBtr0079108	0.80397973
FBtr0079109	0.342022727
FBtr0079110	0.51061239
FBtr0079114	0.431438366
FBtr0079117	0.249240126
FBtr0079118	0.320280416
FBtr0079121	0.421100198
FBtr0079123	0.662249916
FBtr0079124	0.696998226
FBtr0079125	0.690625889
FBtr0079126	0.687805283
FBtr0079127	0.275110245
FBtr0079128	0.716428928
FBtr0079129	0.759632268
FBtr0079130	0.617527583
FBtr0079133	0.513348077
FBtr0079134	0.61993506
FBtr0079135	0.413648762
FBtr0079136	0.478750139
FBtr0079138	0.462826188
FBtr0079139	0.586707344
FBtr0079143	0.274008418
FBtr0079144	0.70381407
FBtr0079145	0.463644427
FBtr0079146	0.474097494
FBtr0079147	0.481170732
FBtr0079148	0.46311131
FBtr0079150	0.442636364
FBtr0079151	0.154385604
FBtr0079153	0.298839325
FBtr0079154	0.262534954
FBtr0079155	0.113899408
FBtr0079156	0.158198428
FBtr0079157	0.144665487
FBtr0079158	0.434983063
FBtr0079159	0.290438492
FBtr0079160	0.315102125
FBtr0079163	0.452418561
FBtr0079164	0.505274373
FBtr0079165	0.484283884
FBtr0079166	0.490061264
FBtr0079167	0.155862351
FBtr0079168	0.336481468
FBtr0079169	0.379724793
FBtr0079171	0.6530304
FBtr0079172	0.357648829
FBtr0079173	0.297238095
FBtr0079174	0.240426376
FBtr0079175	0.588894392
FBtr0079176	0.590464173
FBtr0079177	0.628318821
FBtr0079179	0.57399641
FBtr0079181	0.810839611
FBtr0079182	0.566534102
FBtr0079183	0.432852929
FBtr0079184	0.460639787
FBtr0079185	0.695510112
FBtr0079187	0.599658707
FBtr0079188	0.442526555
FBtr0079189	0.394493793
FBtr0079190	0.395853979
FBtr0079191	0.589838158
FBtr0079192	0.484254374
FBtr0079194	0.415618814
FBtr0079195	0.526524597
FBtr0079196	0.34832887
FBtr0079197	0.389238807
FBtr0079198	0.376044755
FBtr0079199	0.19773645
FBtr0079200	0.774037179
FBtr0079201	0.535209302
FBtr0079202	0.64109746
FBtr0079203	0.388024841
FBtr0079204	0.250735524
FBtr0079207	0.394441954
FBtr0079211	0.635849714
FBtr0079213	0.571121354
FBtr0079215	0.689406616
FBtr0079216	0.820134165
FBtr0079217	0.644274068
FBtr0079219	0.644310035
FBtr0079221	0.647878397
FBtr0079222	0.465133554
FBtr0079223	0.836729692
FBtr0079224	0.40175906
FBtr0079225	0.613662069
FBtr0079226	0.691658189
FBtr0079227	0.461285872
FBtr0079228	0.622581508
FBtr0079229	0.657456959
FBtr0079230	0.560985249
FBtr0079231	0.694801567
FBtr0079232	0.759149724
FBtr0079233	0.460512794
FBtr0079234	0.459891981
FBtr0079235	0.441162871
FBtr0079236	0.470721473
FBtr0079237	0.412370872
FBtr0079238	0.420937802
FBtr0079239	0.602062402
FBtr0079240	0.412181818
FBtr0079241	0.436634441
FBtr0079242	0.215246514
FBtr0079243	0.383590432
FBtr0079247	0.378684932
FBtr0079249	0.720490982
FBtr0079250	0.482590329
FBtr0079251	0.68729512
FBtr0079252	0.481605962
FBtr0079253	0.463240052
FBtr0079255	0.687304267
FBtr0079256	0.397421782
FBtr0079257	0.616135002
FBtr0079258	0.465862245
FBtr0079259	0.437120713
FBtr0079260	0.318920211
FBtr0079261	0.807888587
FBtr0079262	0.639131969
FBtr0079263	0.788039846
FBtr0079264	0.601370206
FBtr0079265	0.410240038
FBtr0079266	0.675905381
FBtr0079267	0.629168047
FBtr0079268	0.500930881
FBtr0079269	0.558251628
FBtr0079270	0.632599057
FBtr0079271	0.47090879
FBtr0079272	0.45673713
FBtr0079275	0.671373323
FBtr0079280	0.166099492
FBtr0079281	0.711741036
FBtr0079282	0.619720463
FBtr0079283	0.605273802
FBtr0079284	0.707990263
FBtr0079285	0.412452891
FBtr0079286	0.317888097
FBtr0079287	0.406729642
FBtr0079288	0.537153744
FBtr0079289	0.526476529
FBtr0079290	0.597180856
FBtr0079291	0.396000984
FBtr0079292	0.385522067
FBtr0079293	0.384778148
FBtr0079295	0.501090418
FBtr0079297	0.636552594
FBtr0079299	0.566952408
FBtr0079300	0.656473599
FBtr0079301	0.658680566
FBtr0079303	0.450810001
FBtr0079304	0.545720126
FBtr0079305	0.610548283
FBtr0079306	0.66927058
FBtr0079307	0.701983196
FBtr0079308	0.530040604
FBtr0079311	0.53656015
FBtr0079312	0.544729045
FBtr0079313	0.536504033
